sku;name;quantity;price
SEM GTIN;.PAINEL CABECEIRA SOLT. L & A ESTOF. 90;1;173,74
SEM GTIN;.PAINEL JB BOTO;1;400,43
SEM GTIN;.PAINEL VALDEMOVEIS ATENA ;2;305,73
SEM GTIN;.PAINEL VALDEMOVEIS HADES;2;397,3
7896747003069;.PAN. PRESSAO EIRILAR 7L;4;122,85
SEM GTIN;.PAN. PRESSAO GLOBO 10L;1;192,09
7898549365086;.PAPAI NOEL BALANCO 1049;2;80,17
SEM GTIN;.PASSAD. NORDESTE;8;93,81
;.PASSAD. NORDESTE TUBULAR;3;151,31
7897027272021;.PASTA CRISTAL 1020;17;3,06
7899632508052;.PATO DUCKLING 107444;1;89,92
7899949057342;.PEGA PEIXE 250;2;28,92
7898096080135;.PEGA VARETAS 013;3;9,42
7898649371338;.PIPOQUEIRA AMVOX APC27;2;176,64
7898549336307;.PISCA PISCA 100 LAMPADAS LED 2100;47;16,98
;.PISCA PISCA 100 LAMPADAS LED 7100B;54;18,79
7899755603528;.PISCA PISCA MAGUEIRA 6180A;3;111,89
SEM GTIN;.PLANTA ARTIFICIAL 46067;1;19,27
7898521377106;.PLAY COOKER ZUCATOYS 7817;2;50,69
7898521379148;.PLAY COOKER ZUCATOYS SOLAPA 8006;1;28,71
SEM GTIN;.POLT. 1 LUG. L & A ESTOF. ANA ;1;666,24
SEM GTIN;.POLT. 1 LUG. L & A ESTOF. KAMILA;2;451,67
SEM GTIN;.POLT. 1 LUG. L & A ESTOF. PIETRA ;2;497,74
;.POLT. 1 LUG. L & A MILA BRACO MADEIRA;4;396,09
SEM GTIN;.POLT. 1 LUG. WEB DECOR OPALA ;1;426,46
;.POLT. 2 LUG. L & A MILA BRACO MADEIRA;2;537,62
SEM GTIN;.POLT. 2 LUG. VITORIA 4448, 4333;1;346,21
SEM GTIN;.POLT. DA VOVO NAJA MOLAS 8797;1;278,27
7898964062102;.POLT. PLAST. LUIZA;22;69,29
7898933918089;.POLT. PLAST. NORDESTE CAIRO RATTAN;8;105,94
SEM GTIN;.PORTA LAPIS DUPLO;21;19,11
7908153021091;.PORTA RETRATO 73598,HD65938;3;43,6
5702051052490;.PORTA RETRATO GRATIDAO 5249;6;37,11
;.PROTETOR DE PORTA ;3;20,16
SEM GTIN;.PUFF NORDESTE 37/37;3;40,85
SEM GTIN;.PUFF WEB DECOR DIAMANTE ;2;642,39
SEM GTIN;.PUFF WEB DECOR PEROLA PILLOW;1;265,65
7897070905518;.QUADRO CAIXA 60/90;4;105,91
SEM GTIN;.QUADRO COLONIAL NORDESTE 50/100;2;110,47
SEM GTIN;.RACK VALDEMOVEIS BALI;1;571,31
SEM GTIN;.RACK VALDEMOVEIS DETROIT;1;531,14
SEM GTIN;.RAST. DSTRASS 3010;2;62,73
SEM GTIN;.RAST. DSTRASS 3035;5;61,03
SEM GTIN;.RAST. DSTRASS 3042;2;64,43
SEM GTIN;.RAST. DSTRASS 3050;1;62,73
SEM GTIN;.RECAMIER L & A ESTOF. ISRAEL 1,40;2;572,77
SEM GTIN;.RECAMIER L & A ESTOF. ISRAEL 1,60;5;614,61
SEM GTIN;.RECAMIER L & A ESTOF. ISRAEL 2,00;3;736,34
SEM GTIN;.RECEP. P/ PARAB. VIVENSIS;6;214,89
7899205961673;.REFIL 12 DADOS SUPER SHOT 6167;2;12,6
SEM GTIN;.REFIL ALMOFADA 45/45 FIBRA NORDESTE;27;22,68
SEM GTIN;.REFIL ALMOFADA 60/60 FIBRA NORDESTE;6;19,65
7896744843903;.REGADOR INF. PLASTICO 4390;6;18,27
7891249061777;.REGULADOR PARA GAS C/ MANGUEIRA;3;53,19
7898096085659;.RELOGIO DIVERTIDO 565;4;28,71
;.REPETIDOR WIFI ATOMO MO-24MY-10;8;43,8
7898549363341;.SAIA P/ ARVORE DE NATAL 1402;2;28,93
SEM GTIN;.SAND. FLIPP DSTRASS;6;81,43
SEM GTIN;.SAND. PAPETE DSTRASS EVA;7;64,43
SEM GTIN;.SAPATEIRA LONA NORDESTE G;5;146,77
SEM GTIN;.SAPATENIS VANS SINCE 1966;3;101,83
;.SOFA 2 L & A ESTOF. CARTUM;1;2.747,88
SEM GTIN;.SOFA 3/2 CHENILE FAMILY CANCUM ;2;1.057,51
SEM GTIN;.SOFA 3/2 CHENILE FAMILY IBIZA;1;1.228,65
SEM GTIN;.SOFA 3/2 CHENILE FAMILY VENEZA;3;1.009,81
SEM GTIN;.SOFA CANTO CHENILE FAMILY ATHENAS;2;1.367,62
SEM GTIN;.SOFA CANTO CHENILE SANTA CLARA FORTALEZ;1;2.245,84
SEM GTIN;.SOFA CANTO CHENILE SANTA CLARA VERSATIL;1;1.753,10
SEM GTIN;.SOFAZINHO INF. NORDESTE 198;4;90,79
7898879834160;.SOMBRINHA BORBOLETA AJ-3416;14;41,9
6978258761582;.SOMBRINHA FORRO DUPLO ;4;40,8
7908256505856;.SOMBRINHA INF. C/APITO ELSO1720;5;20,27
7897723052217;.SOMBRINHA KAPBOM KA-J221;1;41,16
7897723052323;.SOMBRINHA KAPBOM KA-J232;6;33,66
7898879834030;.SOMBRINHA P/TERMICA AJ-3403;1;45,06
7908212146482;.SOMBRINHA TELESCOPICOS 13223;7;32,94
8581600030533;.SUP. P/ CARRO DE CELULAR ;1;25,95
7899815359099;.TAP. BEM VINDO NORDESTE 40/60 PLAT.;4;18,57
606529874674;.TAP. DIEGO P/ BOX SILICONIZADO ;1;25,7
7899747121245;.TAP. NORDESTE INFANTIL 150/100;1;197,3
7908383950314;.TAP. NORDESTE TOQUIO 200/240;3;287,52
SEM GTIN;.TAP. NORDESTE VICTORIA OVAL 200/240;2;329,14
SEM GTIN;.TAP. PELUDO NORDESTE 200/140;2;181,65
SEM GTIN;.TAP. PELUDO NORDESTE 240/200;1;303,18
7898974119421;.TAP. VELUDO PASSADEIRA 200/60 ;8;150,18
SEM GTIN;.TELEF. CELULAR MOTOROLA MOTO G15 128 4R;2;846,8
SEM GTIN;.TELEF. CELULAR MOTOROLA MOTO G15 256 4R;3;1.204,89
SEM GTIN;.TELEF. CELULAR MOTOROLA MOTO G35 256 4R;1;1.312,54
;.TELEF. CELULAR NOKIA 110 4G;1;270,1
SEM GTIN;.TELEF. CELULAR REALME C61 128 4R;3;1.020,54
SEM GTIN;.TELEF. CELULAR REALME C61 256/4;2;1.109,60
SEM GTIN;.TELEF. CELULAR SAMSUNG GALAXY A07 256/8;3;1.171,50
SEM GTIN;.TELEF. CELULAR SAMSUNG GALAXY A15 128 4;1;1.241,00
SEM GTIN;.TELEF. CELULAR SAMSUNG GALAXY A16 128 4;4;1.425,33
SEM GTIN;.TELEF. CELULAR SAMSUNG GALAXY A17 256/8;2;1.679,00
;.TELEF. CELULAR XIAOMI 15C 128 4R;2;1.181,14
SEM GTIN;.TELEF. CELULAR XIAOMI A5  128 4R;1;865,78
SEM GTIN;.TELEF. CELULAR XIAOMI M7 PRO 256 8R;4;1.971,00
;.TELEF. CELULAR XIAOMI M7 PRO 512 12R;1;2.014,80
6941059621034;.TELEF. CELULAR XIAOMI MI 11 LITE 128 8R;1;2.260,46
6941812702253;.TELEF. CELULAR XIAOMI NOTE 12 PRO 128 6;1;1.720,87
SEM GTIN;.TELEF. CELULAR XIAOMI NOTE 14 256 8R;1;1.620,60
6926784751317;.TOUCA  DOTAD LISTRADA ZH209;2;22,5
6931426000104;.TOUCA  RISOVIT C/ BRILHO 410;3;28,73
SEM GTIN;.TOUCA BORDADO POM POM;1;24,49
6926784880307;.TOUCA DOTAD 5150 PRETA ;9;11,17
6926784220356;.TOUCA DOTAD HERE MZ 5127;2;25,33
6926784210203;.TOUCA DOTAD MZ5197;1;11,73
6926784751096;.TOUCA FORRADA SPORTS ;2;23,63
6926784210142;.TOUCA INF. C/ POMPOM GATINHO ZH209;2;25,86
6926786352390;.TOUCA INF. C/ POMPOM LY209;3;28,73
6926784220189;.TOUCA INF. C/ POMPOM URSO LY310;1;24,12
6931426000135;.TOUCA INF. C/ POMPOM URSO LY410;2;28,73
6926784220059;.TOUCA INF. C/ POMPOM URSO ZH310;5;22,5
6926784960108;.TOUCA INF. DOTAD ESTAMPADA MZ010A;3;13,43
6926784210043;.TOUCA INF. HOMEM ARANHA ;1;21,26
6926785301092;.TOUCA INF. LOOK ;12;16,68
6926786301077;.TOUCA INF. PANDA;6;19,74
6926784880604;.TOUCA VIVASOL 5650 PRETA ;11;12,79
7898002435295;.TRATOR BS CARREGADEIRA 529;2;40,55
SEM GTIN;.TRAV. CORPO ECOFLEX 687;5;59,85
SEM GTIN;.TRAV. PAINA FLEX ;6;53,78
7899576617995;.TREM RAILCARC 70019;3;12,7
SEM GTIN;.TV 32 P. LED SAMSUNG SMART LS32BETBL;4;1.719,93
7908281356430;.VASO DECORATIVO 86067;1;20,35
7898632811070;ABELHETA 315;4;51,35
7899653780956;ABRIDOR LATA ORIGINAL SL0273;4;3,91
7899838822013;ADAPTADOR 2 SAIDAS MULTILASER WI331;2;61,57
7898476325344;ADAPTADOR MULTILASER HUB USB ACO42;1;29,05
7898506457151;ADAPTADOR MULTILASER RE034;1;81,91
7908168258550;AGENDA 11/15 5855;4;17,54
7908168248384;AGENDA 14/21 4838;2;29,36
7891253274675;AGENDA CREDEAL PLANNER CONNECT;3;32,95
7908174965220;AGENDA PERMANENTE AG25054, AG25062;3;31,17
7899790246889;ALMOFADA BANDEJA - 11099, 11106;1;76,31
7899790247756;ALMOFADA BEST FRIENDS 11189;1;19,79
7899790250039;ALMOFADA CORACAO M 11161, 11164, 11326;2;44,73
7898564787634;ALMOFADA FLAMINGO 0035;2;46,94
7908001025110;ALMOFADA HEDROS CAIOBA45/45;12;27,2
7908001025097;ALMOFADA HEDROS VELVET 45/45;30;26,2
7891354338528;ALMOFADA INF. LEPPER JURASSICO;5;23,36
7891354231966;ALMOFADA INF. LEPPER MINNIE;2;26,5
7891354338559;ALMOFADA INF. LEPPER SONHO ENCANTADO;2;23,36
7891354338412;ALMOFADA INF. LEPPER SPIDER MAN;4;26,5
7899790260748;ALMOFADA PAI AMOR ETERNO 12044;3;45,32
7892949829414;ALMOFADA SANTISTA MADRI;1;28,36
7891554011184;ALMOFADA TRISOFT PET ;10;27,31
7899790278743;ALMOFADA VOVO MEU AMOR 13976;2;61,61
7899790278781;ALMOFADA VOVO MEU AMOR 13980;1;28,29
7896484184014;ALVO CERTO CARDOSO 8401;6;88,73
7899653781366;AMASSADOR DE BATATAS INOX SL0546D;4;11,78
7898664632520;AMIGO LEAO CALESITA 616;4;57,18
7896885202539;AMIGUINHOS DA FLORESTA RA 253;3;24,98
7898431501707;ANDADOR TUTTI PRINC./ EXPLOR. 3004, 4002;4;249,41
7898431501219;ANDADOR TUTTI SAFARI PLUS 4001;9;249,41
7896464737018;ANIMA PHONE JOANINHA 3708;1;28,57
SEM GTIN;ANTENA PARAB. VIVENSIS;10;398,8
885911791540;APARADOR DE GRAMA BEST1000;4;306,46
SEM GTIN;APARADOR JB BAR 4050;1;243,9
7896326903117;APONTADOR CIS 362;10;1,14
7897256260011;APONTADOR LEO E LEO ;2;0,47
7896647028803;APRENDENDO HORAS 2880;1;37,51
7898952421188;ARCA DE NOE MARAL 2118;1;131,15
7899949057557;ARCO E FLECHA ELT00272;1;7,74
7909205023360;ARMARIO ACO PANDIN AP402SL;1;1.247,49
7909205289391;ARMARIO BAIXO PANDIN AB700MX-32;2;429,95
SEM GTIN;ARMARIO ITATIAIA 140 3PT S/T NEW PREMIUM;3;674,57
SEM GTIN;ARMARIO ITATIAIA 1PT ANGULO NEW PREMIUM;1;347,67
7892946323656;ARMARIO ITATIAIA IG2A-80 TARSILA ;1;539,29
7892946327029;ARMARIO ITATIAIA IG3G2 S/T TARSILIA ;3;674,74
7892946337851;ARMARIO ITATIAIA IG3G2-105 LUCE;2;596,97
SEWM GTIN;ARMARIO ITATIAIA IG3G2-120 ST NEW PREMIU;1;699,56
7892946333303;ARMARIO ITATIAIA IG3G2-120 TARSILA;3;837,11
7892946325445;ARMARIO ITATIAIA IGH1G1 COOKTOP TARSILIA;2;620,25
7892946332085;ARMARIO ITATIAIA IP2-80 TARSILA;3;310,86
7892946323588;ARMARIO ITATIAIA IPH-80 TARSILA;1;210,1
7892946332092;ARMARIO ITATIAIA IPL-40 TARSILIA ;2;537,5
7892946323700;ARMARIO ITATIAIA IPLD-80 TARSILA;1;915,84
7892946340752;ARMARIO ITATIAIA IPLDV-80 TARSILA;1;981,29
7892946340721;ARMARIO ITATIAIA IPV3-120 TARSILA;2;487,98
SEM GTIN;ARMARIO MULTI-USO IMOP MASTER;1;354,17
SEM GTIN;ARMARIO MULTI-USO RV CARIBE;2;370,5
7899729720541;ARMARIO MULTI-USO RV CHILE ;1;491,66
SEM GTIN;ARMARIO MULTI-USO RV TORONTO;2;584,7
7899699835481;ARMARIO MULTI-USO ZANZINI MAX;14;405,22
7909205118653;ARQUIVO ACO PANDIN OF04SLM-CC;3;1.121,28
SEM GTIN;ARQUIVO MADEIRA PANDIN OF04GPE40;1;815,99
7898282400358;ARTISTA MIRIM 5PCS 0358;1;42,17
7899755660033;ARVORE NATAL 0,90CM 10090;7;31,09
7899755660040;ARVORE NATAL 1.20CM 10120;3;42,43
7899755660057;ARVORE NATAL 1.50CM 10150;1;98,26
7896347165877;ASPIR. DE AGUA/PO ELETROLUX AHBR417;2;350,77
7896347144131;ASPIR. DE AGUA/PO ELETROLUX AQP20;2;421,82
7898461972331;ASPIR. DE PO AGRATTO GT1500 TURBO;2;593,92
7898461972317;ASPIR. DE PO AGRATTO PRATICCI  DUO AS01;3;248,88
7899882305951;ASPIR. DE PO MONDIAL AP-30;1;323,69
7908685678435;ASPIR. ROBO ECLIPSE HO410;2;435,79
7891155043560;ASSADEIRA DE VIDRO NADIR 4,2L;6;71,64
7891155022305;ASSADEIRA DE VIDRO SEMPRE 3L;4;68,59
7897753673222;ASSADEIRA EURO SILICONE 3246;2;44,35
7898563383264;ASSADEIRA FUNDO REMOVIVEL SOLAR;2;22,27
7898431496812;ASSENTO TUTTI ELEVATO 6100;2;84,67
SEM GTIN;ASSENTO TUTTI TRITON 6400;2;122,84
7898664633022;ATROBABY CALESITA 618;3;62,01
7899838873411;AUTO RADIO MULTILASER BLUETOOTH P3342;3;353,26
7908414485105;AUTO RADIO MULTILASER BLUETOOTH P3362;2;313,68
7899790244618;AVENTAL - SUPER VOVO 10786;1;30,48
7898933076260;AVIAO AEROBUS BRA015/12;4;30,71
7899632516941;AVIAO AIRLINES  143654;3;104,21
7896964623125;AVIAO DIDATICO PLAY TIME 2312;6;137,3
7898083363173;AVIAO VAI E VOLTA 317;4;10,91
7899838833743;BABADOR C/ MANGA MULTILASER CACHO. BB341;5;27,18
7899838833736;BABADOR C/ MANGA MULTILASER GATO BB340;5;27,62
7899768921329;BABADOR PIMPOLHO 8373, 8372;2;32,32
7908161368560;BABADOR PIMPOLHO FEMI. 93781 93782 93783;3;13,37
7908161368607;BABADOR PIMPOLHO MASC. 93791 93792 93793;8;13,37
7909510971851;BABUCH INF. GRENDENE BARBIE MAGIC 22586;3;49,41
7909937176822;BABUCH INF. GRENDENE BARBIE URBAN 22901;15;55,38
7909937175252;BABUCH INF. GRENDENE LIGA DA JUST. 22927;11;55,38
7900204407830;BABUCH INF. GRENDENE STITCH 23284;7;116,61
7900204322843;BABUCH INF. GRENDENE SWEET 23242;17;64,62
7909937307790;BABUCH RIDER FIT 12264;4;84,06
7898664632193;BABY BATERA TATETI 825;2;191,45
7899722622446;BABY DOLL INF. GAEME 922;1;30,29
SEM GTIN;BABY DOLL ISABELA GARCIA 153;3;11,24
7898952421676;BABY FANTE MARAL 3067;1;25,8
7908682400381;BABY FLOWER MARAL 4038;5;32,59
7896484130295;BABY LAND DINO SABIDINHO CARDOSO 3029;6;96,3
7896484180160;BABY LAND GIRAFA DE ATIVIDADES 8016;1;185,14
7896484171601;BABY LAND XILOFONE CARDOSO 7160;4;125,73
7898996422332;BABY MAMUTE SENSORIAL PIMPI 31004;5;103,79
7898179823048;BABY MIX CALESITA 863;2;103,51
7898644470029;BABY PLAY AU-AU 320;3;72,46
7898644470036;BABY PLAY TRENZINHO 321;3;72,46
7898952421911;BABY ROLL TOWER MARAL 4091;4;48,99
7898960121377;BABY TUGUITA MARAL 4137;7;32,95
7898664631752;BABYLETA CALESITA 896, 897;1;110,39
7892017040338;BALANCA DIGITAL DE COZINHA KO103;2;24,45
7898664630007;BALANCA E CESTO DE COMPRAS CALESITA 309;11;50,08
SEM GTIN;BALCAO ITATIAIA 1PT ANGULO NEW PREMIUM;1;496,27
SEM GTIN;BALCAO ZANZINI FAVORITA 1,20;5;575,17
7896484102056;BALDAO DE PRAIA CARDOSO 205;6;27,65
7898300573613;BALDE BEACH PLAY 361;2;37
7898179820641;BALDE C/PAS MOLDES PRAIA CALESITA 3004;5;50,79
7899790219555;BALDE DECORADO CERVEJA/VINHO 1887;1;63,09
7899790234374;BALDE DECORADO CERVEJA/VINHO 4697;1;63,09
7898664631462;BALDINHO MALUCO CALESITA 864;4;73,31
7898083365566;BAMBOLE ESCOLAR 65CM;1;8,05
7899871707452;BAMBOLINHA PAPINHA 745;2;46,69
;BANDEIJA ADORNO 13148;2;68,67
7908281301867;BANDEIJA NATALINA 12003;2;13,53
7896952544416;BANHEIRA ARQPLAST 23L 7741, 7738, 7742;7;62,58
7908439800129;BANHEIRA ARQPLAST 35L 25560;16;53,69
7899014615767;BANHEIRA CAJOVIL 20L 361;18;21,97
7899014626015;BANHEIRA CAJOVIL 34L 83;1;60,84
7896020617839;BANHEIRA INFLAVEL MOR 180L 1783;3;62,67
7896020617853;BANHEIRA INFLAVEL MOR 550L 1785;1;150,86
7896020617815;BANHEIRA INFLAVEL MOR 80L 1781;11;40,3
7898431492128;BANHEIRA LEITOSA 30L 2022;1;35,96
7898431500397;BANHEIRA TUTTI 28L 5200;5;64,79
7898431496645;BANHEIRA TUTTI 30L 2022;12;64,78
7898911068287;BANQUETA ANTARES ARAXA;6;25,06
7896777900581;BANQUETA BEL DOBRAVEL 5800;1;35,3
SEM GTIN;BANQUETA TCIL TWISTER ;1;110,14
7898552201258;BARALHO UNO 26479;5;11,73
7899838824383;BARBEADOR MULTILASER EB11;1;222,44
8720689024594;BARBEADOR PHILIPS S3144;2;639,6
7909474275347;BARMUDA B. LUNENDER 75320;6;175,18
7909474275064;BARMUDA B. LUNENDER 75321;10;141,86
7896777910245;BARRACA BEL CAPRI P/ 4 PESSOAS;1;253,43
7898937674349;BARRACA MOR CAPRI P/ 3 PESSOAS;6;152,48
7898937674356;BARRACA MOR CAPRI P/ 4 PESSOAS;5;176,54
7908216107137;BARRACA ZIPPY MULHER MARAVILHA 7445;2;152,22
7898632810455;BASKET LION 254;2;57,59
7898578472243;BASTAO BOLHA DE SABAO ALTI BUBBLES;2;3,39
SEM GTIN;BATA TORPEDO ;1;51,24
7898632810332;BATE DOG DIDATICO 242;2;51,36
7898461975868;BATED. AGRATTO PLANETARIA ABPI1I-01;6;545,6
7899963902505;BATED. BRITANIA BBT760P;4;455,4
7899963914560;BATED. BRITANIA DIAMANTE DUO INOX;2;253,57
7899963904905;BATED. BRITANIA DIAMANTE DUO MIXER;4;190,06
7899963914447;BATED. BRITANIA PEROLA 550;2;208,03
7892946455586;BATED. ITATIAIA MIDI 4.5L;2;476,03
7896443129919;BATED. MALLORY ACTIVA POP DUO PLUS ;3;170,79
7899963900334;BATED. PHILCO PLANETARIA PHP500;2;468,09
SEM GTIN;BATERIA UNIPOWER UP1270SEG;15;120,35
7899729705647;BAU RV ITALIA ;1;797,08
;BEBE CONFORTO MARAL 3003;3;53,89
7898431501356;BEBE CONFORTO TUTTI ELLO 20011;4;353,81
7898431501714;BEBE CONFORTO TUTTI SOLARE 20012;2;353,81
7896964626034;BEBE LOVE BORN HAPPY 2603;2;72,46
7898664631783;BEBE PILOTO CALESITA 889, 888;2;193,58
7896964623811;BEBEZINHO DA MAMAE 2381;1;163,5
SEM GTIN;BERCO PERMOBILI CANDY;2;969,15
7909879404724;BERMUDA 102349;2;86,45
7909919587011;BERMUDA 111381;8;130,81
7909919585765;BERMUDA 112516;1;76,48
7900072050008;BERMUDA 121254;2;114,28
7900072050053;BERMUDA 124225;4;117,06
7900072645167;BERMUDA 125372;8;104,63
7909879207240;BERMUDA 1537;4;43,5
7909834350387;BERMUDA 99782;4;97,51
7900007026962;BERMUDA B. 106333;13;119,74
7909919470290;BERMUDA B. 114717;9;119,74
7900007018424;BERMUDA B. 114719;8;109,72
7900007181388;BERMUDA B. 114720;11;149,65
7900007485271;BERMUDA B. 117829;4;131,72
7900072513800;BERMUDA B. 123369;5;149,6
7900072499357;BERMUDA B. 124538;6;126,37
7909442728356;BERMUDA B. 35900;1;69,97
7909482375473;BERMUDA B. 49923;1;118,68
7909548068202;BERMUDA B. 53642;2;93,42
7909593905224;BERMUDA B. 67959;8;72,68
7909619746275;BERMUDA B. 70871;6;104,28
7909706554974;BERMUDA B. 79868;16;119,74
7909706557487;BERMUDA B. 85881;7;121,98
7909706573081;BERMUDA B. 87343;2;126,52
7909706629627;BERMUDA B. 87345;11;133,06
7900007406337;BERMUDA B. 91143;5;149,65
7909810498416;BERMUDA B. 93156;2;119,61
7898671316420;BERMUDA B. AMIL 1613;4;48,55
7898671319186;BERMUDA B. AMIL 1615;5;53,12
7908280702689;BERMUDA B. AMIL 1631;10;60,88
7908280740940;BERMUDA B. AMIL 1633;2;63,77
7908280721499;BERMUDA B. AMIL 1680;4;51,61
7908280739388;BERMUDA B. AMIL 1706;2;71,75
7908280764045;BERMUDA B. AMIL 1746;7;92,75
7908280791140;BERMUDA B. AMIL 1793;5;92,62
7898570490870;BERMUDA B. AMIL 727;1;39,35
7898570493918;BERMUDA B. AMIL 746;2;61,04
7898570495141;BERMUDA B. AMIL BRAGA 644;2;56,19
7898570491396;BERMUDA B. AMIL COMPANY 768;2;57,71
7892888876562;BERMUDA B. ELITE 125811, 14171;2;97,28
7892888460358;BERMUDA B. ELITE 14213;2;118,88
7892888965853;BERMUDA B. ELITE 14218;2;121,71
7909683817956;BERMUDA B. LUNENDER 20396;8;182,37
7909878805041;BERMUDA B. LUNENDER 20586;3;174,76
7909878427076;BERMUDA B. LUNENDER 48922;4;160,88
7909878504340;BERMUDA B. LUNENDER 48923;15;149,61
7900066030856;BERMUDA B. LUNENDER 74710;14;130,32
7909683085799;BERMUDA B. LUNENDER 75160;2;144,8
7909878096272;BERMUDA B. LUNENDER 75160;8;146,2
7909683878100;BERMUDA B. LUNENDER 75434;4;205,2
7909878297235;BERMUDA B. LUNENDER 75574;16;152
7909683154280;BERMUDA B. LUNENDER 75575;2;136,75
7900066600219;BERMUDA B. LUNENDER 75907;2;152
7900066876775;BERMUDA B. LUNENDER 75959;11;183,88
7900066098658;BERMUDA B. LUNENDER 75960;10;162,19
7900066629463;BERMUDA B. LUNENDER 78007;2;217,21
7909878596635;BERMUDA B. LUNENDER 844;6;71,87
7909642920130;BERMUDA B. OPOSICAO FEM. 44612;2;111,34
7909642323283;BERMUDA B. OPOSICAO FEM. 47895;2;137,09
7909642320183;BERMUDA B. OPOSICAO FEM. 47916;2;136,7
7909888348651;BERMUDA B. OPOSICAO FEM. 66271;3;144,33
7900203481725;BERMUDA B. OPOSICAO FEM. 76793;14;155,45
7900203501478;BERMUDA B. OPOSICAO FEM. 80561;10;170
7900203499676;BERMUDA B. OPOSICAO FEM. 80562;6;165,58
;BERMUDA B. OPOSICAO MASC. 48442 48443;6;137,09
7909888137972;BERMUDA B. OPOSICAO MASC. 61657;2;143,01
7909888339550;BERMUDA B. OPOSICAO MASC. 65231;4;133,11
7909888341416;BERMUDA B. OPOSICAO MASC. 65242;4;160,38
7909888537543;BERMUDA B. OPOSICAO MASC. 67679;4;135,82
7909888531886;BERMUDA B. OPOSICAO MASC. 67690;11;142,62
7909888537932;BERMUDA B. OPOSICAO MASC. 67692;12;142,62
7909888564044;BERMUDA B. OPOSICAO MASC. 67697;6;156,22
7908280703372;BERMUDA B. OPOSICAO MASC. 76730;8;167,01
7900203492189;BERMUDA B. OPOSICAO MASC. 76731;10;167,01
7900203491359;BERMUDA B. OPOSICAO MASC. 76734;5;167,01
7900203491465;BERMUDA B. OPOSICAO MASC. 76736;6;151,1
7900203495685;BERMUDA B. OPOSICAO MASC. 77837;12;168,47
7900203492479;BERMUDA B. OPOSICAO MASC. 77838;8;164,18
SEM GTIN;BERMUDA B. TOP ROCK 2420;12;39,55
7900230150618;BERMUDA B. YOUNG 742;7;114,9
7900230157006;BERMUDA B. YOUNG 757;6;118,09
7900230157693;BERMUDA B. YOUNG CICLISTA 868;16;98,92
7900230149681;BERMUDA B. YOUNG FEM. 860;9;106,91
7900230144730;BERMUDA B. YOUNG LYCRA 739;8;130,88
7900230167036;BERMUDA B. YOUNG LYCRA 777;8;116,49
SEM GTIN;BERMUDA B. YOUNG MASC. 320;2;60,53
SEM GTIN;BERMUDA B. YOUNG MASC. 342;1;60,53
7900230117185;BERMUDA B. YOUNG MASC. 357;8;79,74
SEM GTIN;BERMUDA B. YOUNG MASC. 369;2;60,53
be38038;BERMUDA B. YOUNG MASC. 380;5;104,09
Be43152;BERMUDA B. YOUNG MASC. 431;2;108,75
be$4744;BERMUDA B. YOUNG MASC. 447;5;105,31
SEM GTIN;BERMUDA B. YOUNG MASC. 459;4;91,65
SEM GTIN;BERMUDA B. YOUNG MASC. 465;2;90,87
SEM GTIN;BERMUDA B. YOUNG MASC. 470;3;104,09
7900230162437;BERMUDA B. YOUNG MASC. 473;8;126,08
SEM GTIN;BERMUDA B. YOUNG MASC. 5208;2;61,89
be53242;BERMUDA B. YOUNG MASC. 532;2;99,42
bE%4140;BERMUDA B. YOUNG MASC. 541;5;96,31
550000842;BERMUDA B. YOUNG MASC. 5500;12;111,69
7900230117697;BERMUDA B. YOUNG MASC. 558;19;116,49
be56238;BERMUDA B. YOUNG MASC. 562;6;108,5
SEM GTIN;BERMUDA B. YOUNG MASC. 5700;2;83,32
SEM GTIN;BERMUDA B. YOUNG MASC. 5741;1;77,85
SEM GTIN;BERMUDA B. YOUNG MASC. 581;5;105,65
be58248;BERMUDA B. YOUNG MASC. 582;5;107,2
7900230117826;BERMUDA B. YOUNG MASC. 599;6;106,91
be60636;BERMUDA B. YOUNG MASC. 606;6;105,31
BE63446;BERMUDA B. YOUNG MASC. 634;4;76,54
BE63548;BERMUDA B. YOUNG MASC. 635;3;76,54
7900230118922;BERMUDA B. YOUNG MASC. 659;1;114,9
BE66948;BERMUDA B. YOUNG MASC. 669;2;110,1
BE69350;BERMUDA B. YOUNG MASC. 693;2;111,7
SEM GTIN;BERMUDA B. YOUNG MASC. 706;12;119,69
be72536;BERMUDA B. YOUNG MASC. 725;3;121,29
be72638;BERMUDA B. YOUNG MASC. 726;4;121,29
7900230134021;BERMUDA B. YOUNG MASC. 738;8;106,91
7900230163533;BERMUDA B. YOUNG MASC. 755;4;118,09
7900230154968;BERMUDA B. YOUNG MASC. 756;3;118,09
7900230162710;BERMUDA B. YOUNG MASC. 770;9;111,7
7900230161058;BERMUDA B. YOUNG MASC. 773;8;105,31
7909619076891;BERMUDA COTTON 23934, 68574;1;53,14
7909482364729;BERMUDA COTTON 47450;3;52,14
7909593780159;BERMUDA COTTON 9699;26;42,58
7892888184902;BERMUDA COTTON ELITE 119784;1;83,4
7892888453121;BERMUDA COTTON ELITE 119911;6;66,47
7892888482442;BERMUDA COTTON ELITE 119918;1;55,55
7892888647643;BERMUDA COTTON ELITE 119938;4;85,62
7892888171421;BERMUDA COTTON ELITE 129033;3;83,17
7892888365165;BERMUDA COTTON ELITE 129047;1;90,67
7892888647544;BERMUDA COTTON ELITE 129127;11;69,29
